nrpc	aa0b9b9b-2897-45da-bdb0-25e968e757e7
adtg	a386db1d-c57a-4888-966e-504a5d5c8892
adts	6d3f00cb-4706-42a8-ad87-85800462ebd8
bkrp	7f4439c2-b25b-4b6d-81b0-01a795b5b78d
bpau	b59e8286-ad54-40ac-ad30-a154ce303517
brwsa	bf976090-6798-489b-8d4b-9b24d9339d80
capr	9b5c3b86-53ef-4255-a422-5953b2a5ff2f
mc-ccfg	cc2ea825-b2e8-4c41-9333-52ab8be023fc
cmpo	98b92c8b-4fc9-4045-bc3b-a49f701ba773
cmrp	d15ef682-4d2f-4be3-b2e0-2fd5717eb92f
com	366cef10-84dd-4dfe-b597-012a8467d12b
coma	e297a5c2-c528-4bfa-87ed-62a2e6201272
comev	913c5b0e-8233-48ca-a8b2-dde7651ae8ec
comt	f009f353-96a9-492b-aaf8-60b3e9a112dc
csra	4ff64015-bb73-496e-bcff-369b797ff944
csvp	aa8d8b95-6f19-4752-808c-c7f2de601140
dcetypes	
dcom	05c5eff5-f779-49a2-89f6-963411b99be1
dfsnm	0b240ea2-e5b4-4085-adba-eb0b316b6faa
dfsrh	dabbe643-db85-4814-b619-30ee61602443
dhcpm	b9d82e94-4087-43e1-ade6-93471075a545
dltm	11427207-626b-4eb9-b47c-828df1139ffe
dltw	4c04d0fd-b40f-47e7-8d75-d713cde2a21b
dmrp	65f48d22-c7c3-4621-acb6-f8bb7c14af16
dnsp	eb979e1d-77ec-414c-bda2-49cccc349d86
drsr	0ed8c294-a1d3-425b-81c7-8b9d61cee13d
dssp	164e0ed2-6d40-4553-92fa-4592879fd084
dtyp	cd85413a-cb32-43f1-ac50-d5267cd9542a
eerr	e259e1b4-612a-4d59-9552-3227ef80760c
efsr	32996ab9-fd79-43c5-b605-b355fb726aba
epm	
even	e20f109e-6acb-4697-9ffd-53379a3c7116
even6	d0f57adf-a63e-4aa5-892b-cad570703b40
fasp	234333ce-1ec4-446e-897a-aa56e5674844
fax	c90d98a1-9b5f-4228-8832-4c332b62a21f
frs1	4d832430-5567-46e0-bf20-b82446157473
frs2	3564d647-2e50-4fdc-9599-c902c80d25ee
fsrm	5b6d051d-c77b-44c0-898e-3402a5a6fc52
fsrvp	82e90bf9-59d2-485f-a23e-fef9c4a62b88
gkdi	7ebc0488-4e23-427a-b648-069179a88365
icpr	7ce54587-3b82-44a8-90e5-bbe2a80882ad
mc-iisa	fdb4da8f-a652-4848-bd79-757d3ff4a29e
iiss	8018070b-10cd-4e8f-a805-84692a6c24fa
imsa	1a3c4065-db3a-4ef0-ac83-c0c85eee4b8c
ioi	b8c095e1-19c5-46cf-a90d-59eb64f0863a
irp	f985d231-7f27-4633-a52c-217a7327565d
lrec	c1f88728-2e90-4b7f-8224-b8bcac247b16
lsad	f933428f-91c9-49e4-996e-a902765b4bdc
lsat	922ee346-26d2-4570-8746-a6104d46ba25
mc-mqac	993b75db-e7d3-4d34-8206-4511f4a2dd15
mqds	375af17e-dbc2-47af-bff3-84b837864210
mqmp	b88999ac-27fe-41dc-aa51-864dcf191f07
mqmq	9df11f74-7578-4ce3-8fc7-aff7c4ec0242
mqmr	52548d22-544e-4fa6-85fc-9140b145f8e0
mqqp	0a15f2b3-f184-4331-9023-0e157ccbd079
mqrr	fee3bb57-ca17-49e7-928a-4e33eccb1d2c
msrp	b0032d49-9c47-4449-9b17-5f7cea68c38c
negoex	6841c868-5641-40ee-b0a9-c27998cc41d8
nrpc	aa0b9b9b-2897-45da-bdb0-25e968e757e7
nspi	f45cc82b-e8e7-4554-8bf3-60328f68d3d0
oaidl	
oaut	8c1b51b4-92cd-46df-9fdf-3df3ecfb0e97
ocspa	b0d7afae-8fc3-4f39-98cd-dd97983eee74
exchange_server_protocols/oxabref	2374f9c3-0e04-4fdd-a9c5-2e153f0595d3
exchange_server_protocols/oxcrpc	05675885-0928-4181-9c6f-11cc53cdfb57
oxnspi	a491d5e9-9636-4137-89c1-c27bdf275274
pan	eb640788-b0c0-490c-b3fc-1a9fc24a21db
par	31a2680b-be2d-4ca1-858a-fc602a571d36
pcq	c1dd006e-4908-4971-b4a0-b49ef716d501
pla	1df8bcaa-1ce9-4b2b-ae72-a83197493df9
raa	7c8fe60e-a991-4854-b29f-465c3684d3ac
rai	4d02f209-1de5-4be1-9be4-f5b623de719a
raiw	3a6cd145-50dd-496f-9a09-6dcbd5477cd7
rdpesc	fd954469-654f-4487-a6d3-b7d5548a5875
rpce	aa0cb06b-2f09-437b-9d35-05a1fd45b5ad
rpcl	e4e0d414-3c18-46a0-aa9e-2f1f2f12b2fe
rprn	5af91ed0-0ef6-4db1-b1ee-6a1fc24a8933
rrasm	bb0a9d8d-474f-41ff-bc3f-f458c603622b
rrp	02db94bc-46f2-4cb3-af21-fb24ff2bfc4a
rsmp	a051803c-29ea-463a-8c1a-245cf3b7b283
rsp	5e1a34a4-b120-41b4-8774-08d2a5efd0a8
samr	68f02269-c997-48ea-b520-e0355275cae6
sch	ms-tsch/497c4414-1e7b-41f1-9a51-75ec9cfa906f
scmp	342a8200-2433-4cb8-b235-2a7ee5ee4415
scmr	6c0860e5-95ce-48dd-b2a9-3428ce38d7f2
srvs	4b07ff60-dada-4580-a6d8-4668bffbde6c
ssp	
swn	439440fd-c8bd-408c-b5e4-5b89117dc6af
tpmvsc	40cbd4b9-1843-4f4d-bea2-e6b2293db92f
trp	e8bd70b0-86de-4100-b964-6cc0c4462e33
tsch	497c4414-1e7b-41f1-9a51-75ec9cfa906f
tsgu	f30c48f0-4bcd-41f9-aa48-a4ce643cb9e0
tsrap	d1e2d32e-2d7d-4a7c-af89-a2036ad1a8e9
uamg	794471bd-6b5e-48c7-a904-53a8e019cd66
vds	d784a191-d279-41ee-b7a5-8f1aee819028
w32t	c1349119-61aa-4a7a-a7ae-3454a90283cf
wcce	48f249c4-0390-40ae-b25d-5db291d3e1e4
wdsc	1c4eab6b-c2c9-49fc-a1f2-648bc6dbc316
wkst	3f043831-9544-4993-a636-a72bdf913ef4
wmi	845212e5-3838-46b5-8c1b-302aba043f6f
wsrm	5fd41282-1fa9-4b22-81c8-6bd0c00c0767
wtypes	
wtypesbase	
pac	cb56fe30-247d-4862-8ea5-85df14ab6687
claims	ms-adts/9b7ab76e-076a-4f91-9d9d-186fd211fd66
record	ms-dnsp/eb979e1d-77ec-414c-bda2-49cccc349d86
objref	ms-dcom/05c5eff5-f779-49a2-89f6-963411b99be1
